#x,y,arrival_port_calc,speed,remains_millis,count
61,45,CEUTA,12,155400000,1
60,45,GIBRALTAR,17,107640000,1
60,45,GIBRALTAR,16,107962500,8
60,45,GIBRALTAR,14,133757143,14
59,45,GIBRALTAR,16,106320000,1
59,45,GIBRALTAR,14,131695714,14
59,45,CEUTA,11,150040000,3
58,45,GIBRALTAR,14,129556000,15
57,45,GIBRALTAR,14,128115000,4
57,45,GIBRALTAR,13,127062000,10
56,45,GIBRALTAR,13,125167500,16
55,45,GIBRALTAR,13,122840000,15
54,45,GIBRALTAR,13,120640000,15
53,45,GIBRALTAR,14,118118182,11
53,45,GIBRALTAR,13,119172000,5
53,45,GIBRALTAR,11,174804000,5
52,45,GIBRALTAR,14,116254286,14
52,45,GIBRALTAR,11,173480000,9
51,45,GIBRALTAR,14,114480000,9
51,45,GIBRALTAR,11,171300000,1
34,45,CEUTA,10,96780000,1
33,45,PALMA DE MALLORCA,11,62520000,3
33,45,LIVORNO,9,287580000,1
33,45,CEUTA,10,94781250,16
32,45,PALMA DE MALLORCA,12,64440000,2
32,45,PALMA DE MALLORCA,11,66046957,23
32,45,LIVORNO,9,289440000,1
32,45,FOS SUR MER,8,221332500,8
32,45,FOS SUR MER,7,221560000,3
32,45,CEUTA,11,91500000,1
32,45,CEUTA,10,92220000,6
31,45,VALENCIA,9,68220000,1
31,45,TARRAGONA,13,63180000,1
31,45,PALMA DE MALLORCA,11,69420000,3
31,45,FOS SUR MER,8,224980000,3
31,45,FOS SUR MER,7,226020000,1
31,45,FOS SUR MER,5,227360000,3
31,45,FOS SUR MER,4,227640000,8
31,45,FOS SUR MER,3,228540000,4
30,45,VALENCIA,9,70341429,28
30,45,TARRAGONA,13,64760000,18
30,45,GIBRALTAR,17,68390000,6
30,45,GIBRALTAR,16,59768571,7
30,45,GIBRALTAR,15,60030000,4
30,45,GIBRALTAR,13,68022000,10
30,45,FOS SUR MER,13,125652000,20
30,45,FOS SUR MER,9,164510769,26
30,45,FOS SUR MER,7,234310000,6
30,45,FOS SUR MER,6,234435000,4
30,45,FOS SUR MER,5,232980000,5
30,45,FOS SUR MER,4,230935714,14
30,45,FOS SUR MER,3,232020000,2
30,45,CEUTA,12,74269091,11
30,45,BARCELONA,13,74125714,21
30,45,BARCELONA,10,89260000,3
30,45,BARCELONA,9,87201429,14
29,45,VALENCIA,9,72810000,2
29,45,VALENCIA,8,73380000,6
29,45,TARRAGONA,13,66495000,4
29,45,GIBRALTAR,17,66922500,8
29,45,GIBRALTAR,16,58464000,5
29,45,GIBRALTAR,15,58752000,5
29,45,GIBRALTAR,13,66244615,13
29,45,FOS SUR MER,13,127420000,3
29,45,FOS SUR MER,10,239000000,6
29,45,FOS SUR MER,9,217795714,14
29,45,FOS SUR MER,8,237593333,9
29,45,FOS SUR MER,7,236060000,6
29,45,FOS SUR MER,6,235830000,2
29,45,FOS SUR MER,5,235680000,1
29,45,CEUTA,12,72348750,16
29,45,BARCELONA,10,90110000,6
28,45,GIBRALTAR,14,79414286,7
28,45,GIBRALTAR,11,72870000,2
28,45,CEUTA,9,99675000,8
28,45,CARTAGENA,15,1680000,11
28,45,CARTAGENA,14,22935000,4
28,45,CARTAGENA,11,27682500,8
28,45,CARTAGENA,10,43740000,3
28,45,CARTAGENA,4,9583636,11
27,45,GIBRALTAR,14,78120000,5
27,45,GIBRALTAR,11,71400000,1
27,45,CARTAGENA,15,2940000,10
27,45,CARTAGENA,14,24020000,3
27,45,CARTAGENA,10,44640000,1
27,45,CARTAGENA,9,45000000,4
27,45,CARTAGENA,4,13176923,13
26,45,CARTAGENA,3,26940000,1
192,44,ISKENDERUN,10,932746667,9
192,44,ISKENDERUN,9,932820000,1
191,44,TUZLA,9,141387692,13
191,44,TUZLA,8,141936000,15
191,44,ISKENDERUN,10,934460000,15
191,44,GEMLIK,12,116850000,2
191,44,GEMLIK,11,118315714,14
189,44,HAIFA,11,177576000,5
188,44,ISKENDERUN,13,149244000,15
188,44,HAIFA,11,178620000,8
188,44,HAIFA,10,179794286,7
188,44,GEMLIK,11,128680000,6
187,44,ISKENDERUN,14,152640000,2
187,44,ISKENDERUN,13,151573846,13
187,44,GEMLIK,11,126765000,12
186,44,ISKENDERUN,13,153300000,9
186,44,HAIFA,8,246980000,3
186,44,HAIFA,7,246207273,11
186,44,GEMLIK,13,91745455,11
185,44,HAIFA,8,248730000,2
185,44,HAIFA,7,248980000,3
180,44,BARCELONA,14,338780000,3
180,44,BARCELONA,13,339210000,2
179,44,NEMRUT,7,76842581,31
179,44,BARCELONA,14,337793333,9
179,44,BARCELONA,13,336531429,7
178,44,NEMRUT,7,79783636,11
178,44,NEMRUT,6,80957143,7
178,44,BARCELONA,13,335322857,7
176,44,BARCELONA,10,397645263,19
175,44,TUZLA,5,196929231,13
175,44,TUZLA,4,197190000,4
175,44,BARCELONA,10,394472727,11
175,44,BARCELONA,9,394868571,7
174,44,TUZLA,9,152057143,7
174,44,PIRAEUS,17,11220000,3
174,44,PIRAEUS,16,10860000,1
174,44,GIBRALTAR,14,472086000,10
174,44,GIBRALTAR,13,445110000,2
174,44,GEMLIK,11,116880000,20
174,44,GEMLIK,10,131717143,7
174,44,BARCELONA,10,392760000,1
173,44,VALLETTA,16,121980000,3
173,44,VALENCIA,17,250740000,11
173,44,TUZLA,9,153954000,10
173,44,TUZLA,8,155160000,3
173,44,PORT SAID,11,218400000,5
173,44,PORT SAID,10,217488750,16
173,44,PIRAEUS,16,10220000,9
173,44,NEMRUT,9,68442857,7
173,44,GIBRALTAR,14,470880000,2
173,44,GIBRALTAR,13,438051429,7
173,44,GEMLIK,11,109620000,2
173,44,GEMLIK,10,119107500,8
173,44,GEMLIK,9,133700000,15
173,44,CEUTA,14,444192000,5
173,44,CEUTA,13,444027273,11
172,44,VALLETTA,16,120840000,2
172,44,VALLETTA,14,128520000,17
172,44,PIRAEUS,17,8274545,11
172,44,LIVORNO,19,197160000,9
172,44,LIVORNO,18,221580000,14
172,44,LIVORNO,16,230173333,9
172,44,FOS SUR MER,16,241520000,12
150,44,TUZLA,9,245250000,4
149,44,TUZLA,9,247297143,21
148,44,TUZLA,10,251320000,3
148,44,TUZLA,9,250276667,18
144,44,GEMLIK,12,199950000,10
144,44,GEMLIK,11,210371250,16
143,44,GEMLIK,12,202281176,17
143,44,GEMLIK,11,212971579,19
142,44,GEMLIK,12,204836000,15
142,44,GEMLIK,11,215640000,24
141,44,GEMLIK,12,206887500,8
141,44,GEMLIK,11,218304706,17
138,44,LIVORNO,18,152535000,8
137,44,PIRAEUS,13,88860000,2
137,44,LIVORNO,18,151222500,8
136,44,LIVORNO,18,149147143,14
125,44,MARSAXLOKK,19,31462500,8
124,44,BARCELONA,12,612505714,7
124,44,AUGUSTA,14,360000,4
124,44,AUGUSTA,9,500000,6
124,44,AUGUSTA,8,510000,2
123,44,VALLETTA,8,78680000,3
123,44,VALLETTA,7,45360000,14
123,44,VALLETTA,5,146340000,1
123,44,VALLETTA,4,146460000,1
123,44,TARRAGONA,13,210480000,1
123,44,TARRAGONA,12,210732000,5
123,44,TARRAGONA,11,211140000,1
123,44,PALMA DE MALLORCA,10,227424000,5
123,44,PALMA DE MALLORCA,9,227880000,2
123,44,PALMA DE MALLORCA,8,228060000,1
123,44,PALMA DE MALLORCA,7,228180000,1
123,44,GIBRALTAR,13,330120000,2
123,44,GIBRALTAR,12,330510000,2
123,44,GIBRALTAR,11,330780000,1
123,44,GIBRALTAR,9,330960000,1
123,44,GIBRALTAR,8,331140000,1
123,44,BARCELONA,12,613740000,7
123,44,BARCELONA,11,613200000,2
123,44,AUGUSTA,14,0,1
112,44,PALMA DE MALLORCA,11,179280000,4
112,44,PALMA DE MALLORCA,10,180570000,14
112,44,ISKENDERUN,13,336480000,11
112,44,AUGUSTA,14,36600000,9
112,44,AUGUSTA,12,40380000,3
111,44,TARRAGONA,13,169890000,6
111,44,PALMA DE MALLORCA,11,177716250,16
111,44,ISKENDERUN,13,337500000,2
111,44,ISKENDERUN,12,338740000,15
111,44,AUGUSTA,14,38460000,15
111,44,AUGUSTA,13,39150000,2
111,44,AUGUSTA,12,42111818,22
111,44,ALEXANDRIA,15,229680000,7
110,44,VALLETTA,13,32005714,7
110,44,TARRAGONA,13,167715000,12
110,44,TARRAGONA,12,168600000,2
110,44,PALMA DE MALLORCA,11,175273333,9
110,44,LIVORNO,20,87120000,1
110,44,LIVORNO,19,87300000,2
110,44,ISKENDERUN,13,341460000,1
110,44,ISKENDERUN,12,340650000,10
110,44,GIBRALTAR,13,250500000,5
110,44,AUGUSTA,14,40095000,4
110,44,AUGUSTA,12,44405000,12
110,44,ALEXANDRIA,15,231192857,14
109,44,VALLETTA,14,33420000,1
109,44,VALLETTA,13,33895714,14
109,44,TARRAGONA,13,166740000,1
109,44,TARRAGONA,12,164520000,1
109,44,LIVORNO,20,85500000,2
109,44,LIVORNO,19,86256000,10
109,44,LIVORNO,18,86640000,1
109,44,LIVORNO,17,86880000,1
109,44,GIBRALTAR,13,248523000,20
109,44,BARCELONA,11,175080000,11
109,44,ALEXANDRIA,15,233206154,13
108,44,VALLETTA,13,35436000,5
108,44,LIVORNO,21,84600000,1
108,44,LIVORNO,20,84795000,4
108,44,LIVORNO,19,84870000,2
108,44,GIBRALTAR,13,246975000,4
108,44,GENOVA,15,111540000,5
108,44,BARCELONA,11,172873333,18
108,44,ALEXANDRIA,15,234600000,5
107,44,MARSAXLOKK,13,43518947,19
107,44,MARSAXLOKK,12,51900000,1
107,44,GENOVA,15,110260000,9
106,44,PORT SAID,18,234330000,8
106,44,MARSAXLOKK,13,44890000,12
106,44,MARSAXLOKK,12,52700000,6
106,44,GIBRALTAR,14,330338182,11
106,44,GIBRALTAR,9,269532857,14
106,44,GENOVA,15,115020000,1
106,44,BARCELONA,12,151755000,8
106,44,BARCELONA,10,181135000,12
105,44,PORT SAID,18,236090769,13
105,44,GIBRALTAR,14,329124000,5
105,44,GIBRALTAR,13,328440000,2
105,44,GIBRALTAR,12,327945000,4
105,44,GIBRALTAR,11,327420000,4
105,44,GIBRALTAR,9,267343636,11
105,44,GIBRALTAR,8,266048571,14
105,44,GENOVA,15,113735294,17
105,44,BARCELONA,12,150162857,14
105,44,BARCELONA,10,178616842,19
104,44,VALENCIA,17,118908000,5
104,44,TARRAGONA,16,127860000,1
104,44,PORT SAID,18,237180000,4
104,44,PIRAEUS,14,154680000,2
104,44,MARSAXLOKK,17,38250000,8
104,44,MARSAXLOKK,16,38520000,1
104,44,ISKENDERUN,18,241560000,13
104,44,GIBRALTAR,11,326420000,12
104,44,GIBRALTAR,10,324900000,9
104,44,GIBRALTAR,8,262927200,25
104,44,GIBRALTAR,7,261840000,1
104,44,GEMLIK,9,354101538,13
104,44,BARCELONA,12,146856000,10
104,44,BARCELONA,11,174965000,12
104,44,BARCELONA,10,176312727,11
103,44,VALENCIA,20,108972000,5
103,44,VALENCIA,19,112320000,6
103,44,VALENCIA,17,119316000,20
103,44,TARRAGONA,16,126720000,18
103,44,TARRAGONA,13,143160000,5
103,44,PIRAEUS,14,155790000,14
103,44,MARSAXLOKK,16,39540000,8
103,44,ISKENDERUN,18,243147273,11
103,44,ISKENDERUN,13,352087500,8
103,44,ISKENDERUN,10,452340000,2
103,44,GIBRALTAR,16,191083636,11
103,44,GIBRALTAR,14,231353333,9
103,44,GIBRALTAR,13,239580000,11
103,44,GIBRALTAR,12,250080000,22
103,44,GIBRALTAR,11,236760000,1
103,44,GIBRALTAR,10,323380000,12
103,44,GIBRALTAR,9,322217143,7
103,44,GEMLIK,9,356724545,22
103,44,FOS SUR MER,20,96030000,2
103,44,FOS SUR MER,19,96480000,3
103,44,CEUTA,12,262753846,13
103,44,CEUTA,10,307920000,3
103,44,CEUTA,9,307268571,7
103,44,CEUTA,8,307140000,2
103,44,CEUTA,7,306240000,1
103,44,CAGLIARI,12,58215000,8
103,44,BARCELONA,12,144800000,18
103,44,BARCELONA,11,172924615,13
103,44,BARCELONA,10,173060000,3
103,44,AUGUSTA,12,65490000,4
103,44,ALEXANDRIA,13,621300000,2
103,44,ALEXANDRIA,12,621907500,8
102,44,VALLETTA,18,35016000,5
102,44,VALLETTA,17,35160000,3
102,44,VALENCIA,20,108783333,18
102,44,VALENCIA,19,111262500,8
102,44,VALENCIA,17,118560000,11
102,44,TARRAGONA,16,124960000,9
102,44,TARRAGONA,15,124020000,4
102,44,TARRAGONA,14,142440000,2
102,44,TARRAGONA,13,141733333,9
102,44,PIRAEUS,14,158223750,16
102,44,PIRAEUS,13,171853846,13
102,44,MARSAXLOKK,20,34594286,7
102,44,MARSAXLOKK,15,45720000,1
102,44,MARSAXLOKK,14,59207500,24
102,44,MARSAXLOKK,11,57990000,2
102,44,ISKENDERUN,18,244920000,9
102,44,ISKENDERUN,13,354075000,16
102,44,ISKENDERUN,11,455040000,7
102,44,ISKENDERUN,10,453590000,18
102,44,GIBRALTAR,16,189745714,7
102,44,GIBRALTAR,15,188740000,9
102,44,GIBRALTAR,14,229397647,17
102,44,GIBRALTAR,13,238230000,4
102,44,GIBRALTAR,12,246236471,51
102,44,GIBRALTAR,11,234720000,3
102,44,GEMLIK,9,360127826,23
102,44,FOS SUR MER,20,95490000,4
102,44,FOS SUR MER,19,94590000,6
102,44,CEUTA,12,260526000,20
102,44,CEUTA,10,303480000,3
102,44,CEUTA,9,304434000,10
102,44,CEUTA,8,303771429,7
102,44,CEUTA,7,304350000,2
102,44,CEUTA,6,303900000,1
102,44,CAGLIARI,13,56767500,8
102,44,CAGLIARI,12,56029091,11
102,44,BARCELONA,13,141992727,11
102,44,BARCELONA,12,142980000,4
102,44,AUGUSTA,12,67260000,18
102,44,ALEXANDRIA,13,623970000,14
102,44,ALEXANDRIA,12,622700000,3
102,44,ALEXANDRIA,10,381250909,11
101,44,VALLETTA,18,36648000,5
101,44,VALLETTA,17,36840000,11
101,44,VALENCIA,19,107180000,6
101,44,TARRAGONA,13,139140000,1
101,44,PIRAEUS,14,160320000,18
101,44,PIRAEUS,13,174000000,17
101,44,MARSAXLOKK,20,36060000,10
101,44,MARSAXLOKK,15,47121429,14
101,44,MARSAXLOKK,14,75362727,22
101,44,MARSAXLOKK,11,59880000,19
101,44,ISKENDERUN,19,246780000,3
101,44,ISKENDERUN,18,246606000,10
101,44,ISKENDERUN,13,356327143,14
101,44,ISKENDERUN,11,457146000,20
101,44,ISKENDERUN,10,457060000,3
101,44,GIBRALTAR,15,187980000,1
101,44,GIBRALTAR,14,227820000,3
101,44,GIBRALTAR,12,237828000,5
101,44,GEMLIK,10,363972000,5
101,44,GEMLIK,9,363570000,18
101,44,FOS SUR MER,19,93960000,1
101,44,CEUTA,12,258960000,1
101,44,CEUTA,9,301680000,2
101,44,CEUTA,8,301920000,1
101,44,CAGLIARI,12,54411429,7
101,44,AUGUSTA,12,69811579,19
101,44,ALEXANDRIA,13,626208750,16
101,44,ALEXANDRIA,10,383670000,16
100,44,VALLETTA,18,37860000,2
100,44,PIRAEUS,14,161520000,2
100,44,PIRAEUS,13,175882500,8
100,44,MARSAXLOKK,15,48240000,1
100,44,MARSAXLOKK,14,79740000,4
100,44,MARSAXLOKK,11,62220000,7
100,44,ISKENDERUN,18,247500000,1
100,44,ISKENDERUN,13,357924000,5
100,44,ISKENDERUN,11,458880000,1
100,44,ISKENDERUN,10,459000000,1
100,44,GEMLIK,10,365580000,1
100,44,GEMLIK,9,365340000,3
100,44,ALEXANDRIA,13,627600000,2
100,44,ALEXANDRIA,10,385620000,2
86,44,GEMLIK,10,411682105,19
85,44,GEMLIK,10,414555000,20
84,44,GIBRALTAR,14,187150000,6
84,44,GIBRALTAR,13,186156000,5
84,44,GEMLIK,10,417540000,21
83,44,GIBRALTAR,13,184765714,14
83,44,GEMLIK,10,419160000,1
83,44,GEMLIK,9,420867000,20
83,44,ALEXANDRIA,12,671340000,2
82,44,GIBRALTAR,13,182424000,15
82,44,GEMLIK,9,423825000,24
82,44,ALEXANDRIA,13,673156364,11
81,44,GIBRALTAR,13,180038571,14
81,44,GEMLIK,10,428250000,2
81,44,GEMLIK,9,426711429,7
81,44,ALEXANDRIA,13,675200000,15
80,44,GIBRALTAR,14,176760000,1
80,44,GIBRALTAR,13,177867692,13
80,44,GEMLIK,10,429420000,5
80,44,ALEXANDRIA,13,677080000,9
80,44,ALEXANDRIA,12,678390000,6
80,44,ALEXANDRIA,10,451140000,1
79,44,GIBRALTAR,14,175620000,13
79,44,GEMLIK,10,432920000,3
79,44,ALEXANDRIA,13,680498182,11
79,44,ALEXANDRIA,12,679370000,6
78,44,GIBRALTAR,14,173446154,13
78,44,GEMLIK,10,435180000,2
78,44,GEMLIK,9,437040000,1
78,44,ALEXANDRIA,13,682290000,14
77,44,GIBRALTAR,14,171516923,13
77,44,GIBRALTAR,13,170400000,3
77,44,GEMLIK,9,440400000,1
77,44,ALEXANDRIA,13,684756000,15
76,44,GIBRALTAR,13,169075385,13
76,44,GEMLIK,8,444120000,1
76,44,ALEXANDRIA,13,686880000,15
75,44,GIBRALTAR,13,167820000,1
75,44,GEMLIK,8,446133333,18
75,44,ALEXANDRIA,14,690060000,1
75,44,ALEXANDRIA,13,689234118,17
74,44,GEMLIK,9,450455000,12
74,44,GEMLIK,8,448800000,9
74,44,ALEXANDRIA,13,691527692,13
73,44,GEMLIK,9,453031579,19
73,44,ALEXANDRIA,13,693708000,15
72,44,GEMLIK,9,456187500,16
72,44,ALEXANDRIA,13,695740000,15
72,44,ALEXANDRIA,12,697050000,2
71,44,GEMLIK,10,459195000,8
71,44,GEMLIK,9,458340000,4
71,44,ALEXANDRIA,12,698527059,17
70,44,GEMLIK,10,462510000,14
70,44,ALEXANDRIA,12,700846667,18
69,44,GIBRALTAR,13,157080000,2
69,44,GEMLIK,10,464220000,1
69,44,ALEXANDRIA,12,703500000,14
68,44,GIBRALTAR,13,155573333,9
68,44,ALEXANDRIA,12,705828750,16
67,44,GIBRALTAR,13,153756000,5
67,44,ALEXANDRIA,12,708232500,16
66,44,GIBRALTAR,12,150831429,7
66,44,ALEXANDRIA,12,710748000,15
65,44,GIBRALTAR,12,147760000,3
65,44,ALEXANDRIA,12,713223750,16
64,44,GIBRALTAR,12,146484000,5
64,44,ALEXANDRIA,12,715593333,9
63,44,ISKENDERUN,11,565080000,1
63,44,GIBRALTAR,13,143760000,9
63,44,ALEXANDRIA,12,718380000,2
63,44,ALEXANDRIA,11,717780000,3
63,44,ALEXANDRIA,10,497820000,1
62,44,ALEXANDRIA,12,720192000,5
61,44,PIRAEUS,12,271170000,2
61,44,ALEXANDRIA,12,723528000,5
60,44,GIBRALTAR,13,132900000,3
60,44,ALEXANDRIA,12,726065455,11
59,44,GIBRALTAR,16,105540000,2
59,44,GIBRALTAR,13,155420000,3
59,44,ALEXANDRIA,12,728377500,16
58,44,GIBRALTAR,17,104820000,1
58,44,GIBRALTAR,13,129180000,6
58,44,GIBRALTAR,12,153360000,11
58,44,ALEXANDRIA,12,730873333,18
57,44,GIBRALTAR,16,102240000,2
57,44,GIBRALTAR,13,126882353,17
57,44,GIBRALTAR,12,151320000,16
57,44,ALEXANDRIA,12,733436471,17
56,44,GIBRALTAR,13,124586250,16
56,44,GIBRALTAR,12,148927059,17
56,44,CEUTA,9,149568000,5
56,44,ALEXANDRIA,12,735976000,15
55,44,PIRAEUS,12,287366667,9
55,44,GIBRALTAR,13,123720000,16
55,44,GIBRALTAR,12,145260000,1
55,44,CEUTA,9,146820000,1
55,44,CEUTA,8,146160000,3
55,44,ALEXANDRIA,12,737604000,5
54,44,PIRAEUS,12,288300000,3
54,44,ISKENDERUN,14,462590000,6
54,44,GIBRALTAR,16,96660000,2
54,44,GIBRALTAR,14,119760000,1
54,44,GIBRALTAR,13,120025714,14
54,44,GIBRALTAR,12,142231765,17
54,44,CEUTA,9,143540000,3
54,44,CEUTA,8,141980000,3
53,44,ISKENDERUN,14,464160000,1
53,44,ISKENDERUN,13,464430000,2
53,44,GIBRALTAR,13,117600000,10
53,44,GIBRALTAR,12,130250000,6
53,44,CEUTA,9,138960000,1
52,44,GIBRALTAR,13,115418824,17
51,44,GIBRALTAR,14,113490000,4
51,44,GIBRALTAR,13,112996667,18
51,44,GIBRALTAR,11,170100000,3
51,44,GIBRALTAR,10,169524000,5
50,44,GIBRALTAR,90,111360000,1
50,44,GIBRALTAR,13,111605714,21
50,44,GIBRALTAR,12,110850000,2
50,44,GIBRALTAR,10,167374286,14
50,44,CEUTA,12,122640000,2
50,44,CEUTA,11,123240000,10
49,44,GIBRALTAR,13,109436250,16
49,44,GIBRALTAR,10,163545000,8
49,44,CEUTA,11,121860000,2
48,44,GIBRALTAR,13,107180000,15
48,44,GIBRALTAR,10,161933333,9
47,44,GIBRALTAR,13,105624000,5
32,44,CEUTA,11,90650000,6
31,44,PALMA DE MALLORCA,11,71210000,6
31,44,LIVORNO,8,296460000,1
31,44,CEUTA,11,88860000,3
31,44,CEUTA,10,87273333,9
30,44,PALMA DE MALLORCA,13,56400000,2
30,44,PALMA DE MALLORCA,12,74315000,12
30,44,PALMA DE MALLORCA,11,71233846,13
30,44,PALMA DE MALLORCA,10,69720000,3
30,44,LIVORNO,8,298250000,6
30,44,CEUTA,10,86040000,2
29,44,VALENCIA,9,75877895,19
29,44,VALENCIA,8,74508000,5
29,44,TARRAGONA,14,68820000,1
29,44,TARRAGONA,13,67958182,11
29,44,GIBRALTAR,16,56970000,4
29,44,GIBRALTAR,15,57630000,2
29,44,GIBRALTAR,13,64842857,7
29,44,FOS SUR MER,13,129026250,16
29,44,FOS SUR MER,9,169611429,14
29,44,FOS SUR MER,8,167820000,5
29,44,CEUTA,12,70645714,7
29,44,BARCELONA,13,77284000,15
29,44,BARCELONA,10,92130000,12
28,44,VALENCIA,9,78174545,11
28,44,TARRAGONA,13,69672000,5
28,44,GIBRALTAR,16,55970000,6
28,44,GIBRALTAR,15,56720000,3
28,44,GIBRALTAR,13,63350000,12
28,44,FOS SUR MER,13,130580000,3
28,44,FOS SUR MER,9,172054286,7
28,44,CEUTA,12,68744000,15
28,44,BARCELONA,13,79140000,3
28,44,BARCELONA,10,94380000,9
27,44,GIBRALTAR,11,67800000,1
27,44,CARTAGENA,15,3750000,2
27,44,CARTAGENA,14,19500000,13
27,44,CARTAGENA,2,28980000,3
26,44,CARTAGENA,14,33240000,7
26,44,CARTAGENA,5,22080000,1
26,44,CARTAGENA,4,22680000,4
26,44,CARTAGENA,2,27180000,1
192,43,TUZLA,9,146438824,17
192,43,TUZLA,8,146340000,1
192,43,ISKENDERUN,10,930454737,19
192,43,ISKENDERUN,9,929280000,8
192,43,GEMLIK,11,122082857,14
191,43,TUZLA,9,144340000,6
191,43,TUZLA,8,144240000,4
191,43,GEMLIK,12,120870000,2
191,43,GEMLIK,11,120195000,8
189,43,ISKENDERUN,13,146403158,19
189,43,HAIFA,11,175626000,20
189,43,GEMLIK,11,133237500,16
188,43,ISKENDERUN,13,148080000,3
188,43,GEMLIK,11,130680000,2
187,43,GEMLIK,13,94777500,8
186,43,HAIFA,7,241926667,9
186,43,HAIFA,6,240900000,1
186,43,GEMLIK,13,93453333,9
178,43,NEMRUT,6,83231111,27
178,43,BARCELONA,13,333954545,11
177,43,NEMRUT,6,87435429,35
177,43,BARCELONA,13,331956000,15
176,43,BARCELONA,13,330480000,2
174,43,PORT SAID,10,213973333,18
174,43,PIRAEUS,17,11940000,4
174,43,PIRAEUS,16,12697500,8
174,43,GEMLIK,11,120690000,4
173,43,VALENCIA,17,249360000,3
173,43,TUZLA,9,157762500,16
173,43,TUZLA,8,155712000,5
173,43,TUZLA,3,211980000,1
173,43,PORT SAID,10,215790000,4
173,43,NEMRUT,9,72220000,3
173,43,GIBRALTAR,14,468780000,2
173,43,GIBRALTAR,13,414460000,6
173,43,GIBRALTAR,12,413580000,1
173,43,GEMLIK,11,122288000,15
173,43,GEMLIK,10,116565000,8
173,43,GEMLIK,9,136500000,18
173,43,CEUTA,13,442014545,11
172,43,VALLETTA,14,126360000,19
172,43,VALENCIA,17,248970000,2
172,43,TUZLA,9,159300000,1
172,43,PIRAEUS,17,10000000,12
172,43,NEMRUT,9,73710000,2
172,43,LIVORNO,19,195533333,9
172,43,LIVORNO,18,219900000,14
172,43,LIVORNO,16,228500000,6
172,43,GEMLIK,10,125480000,9
172,43,FOS SUR MER,16,239568000,10
172,43,CEUTA,13,440715000,8
171,43,VALLETTA,15,118560000,1
171,43,FOS SUR MER,16,238620000,1
152,43,TUZLA,9,237162857,21
151,43,TUZLA,9,240504000,20
150,43,TUZLA,9,243472500,16
148,43,GEMLIK,12,189780000,7
148,43,GEMLIK,11,199740000,8
147,43,GEMLIK,12,191833846,13
147,43,GEMLIK,11,199633636,22
146,43,GEMLIK,12,194276842,19
146,43,GEMLIK,11,204371429,21
145,43,GEMLIK,12,196968000,15
145,43,GEMLIK,11,206162727,22
144,43,LIVORNO,16,169200000,1
144,43,GEMLIK,12,198690000,4
144,43,GEMLIK,11,208920000,5
142,43,LIVORNO,18,159300000,5
141,43,LIVORNO,18,157996364,11
140,43,LIVORNO,18,156129231,13
139,43,LIVORNO,18,154565455,11
138,43,LIVORNO,18,153420000,3
125,43,MARSAXLOKK,19,30210000,6
125,43,MARSAXLOKK,18,29490000,2
125,43,MARSAXLOKK,17,29220000,1
125,43,AUGUSTA,9,4260000,6
125,43,AUGUSTA,8,5051250,16
124,43,VALLETTA,8,41241176,17
124,43,VALLETTA,7,41484324,37
124,43,TARRAGONA,13,208640000,15
124,43,PALMA DE MALLORCA,11,223560000,3
124,43,PALMA DE MALLORCA,10,224936250,16
124,43,GIBRALTAR,13,328260000,24
124,43,BARCELONA,12,610785000,8
124,43,BARCELONA,11,610560000,9
124,43,AUGUSTA,13,1595455,22
124,43,AUGUSTA,12,1347000,20
124,43,AUGUSTA,11,600000,11
124,43,AUGUSTA,9,1335000,4
124,43,AUGUSTA,8,1976667,36
124,43,AUGUSTA,7,2060000,21
124,43,AUGUSTA,6,1830000,2
123,43,VALLETTA,8,42840000,9
123,43,VALLETTA,7,45065455,11
123,43,TARRAGONA,13,209910000,2
123,43,TARRAGONA,12,210180000,1
123,43,PALMA DE MALLORCA,10,226572000,5
123,43,GIBRALTAR,13,329820000,2
123,43,AUGUSTA,7,0,1
114,43,PALMA DE MALLORCA,11,186690000,20
114,43,ISKENDERUN,12,331200000,9
114,43,AUGUSTA,14,31980000,7
114,43,AUGUSTA,13,34774286,7
114,43,AUGUSTA,12,33960000,3
113,43,TARRAGONA,13,175020000,2
113,43,PALMA DE MALLORCA,11,184050000,12
113,43,PALMA DE MALLORCA,10,182842500,8
113,43,ISKENDERUN,13,334020000,8
113,43,ISKENDERUN,12,332706667,9
113,43,AUGUSTA,14,33675000,16
113,43,AUGUSTA,13,35340000,2
113,43,AUGUSTA,12,36752000,15
113,43,ALEXANDRIA,16,224622857,7
113,43,ALEXANDRIA,15,225488571,7
112,43,TARRAGONA,13,173778000,10
112,43,TARRAGONA,12,173280000,9
112,43,PALMA DE MALLORCA,10,181860000,3
112,43,LIVORNO,19,90720000,1
112,43,ISKENDERUN,13,335100000,7
112,43,AUGUSTA,14,35400000,10
112,43,AUGUSTA,12,38914286,14
112,43,ALEXANDRIA,15,227010000,14
111,43,VALLETTA,13,28824000,10
111,43,TARRAGONA,13,170946667,9
111,43,TARRAGONA,12,171960000,3
111,43,LIVORNO,20,89720000,3
111,43,LIVORNO,19,89626667,9
111,43,GIBRALTAR,13,253970000,18
111,43,ALEXANDRIA,15,228660000,10
110,43,VALLETTA,13,30346154,13
110,43,LIVORNO,19,88140000,12
110,43,GIBRALTAR,13,251850000,10
110,43,BARCELONA,11,179100000,21
110,43,BARCELONA,10,192660000,11
