#ship_id,depart_port,dest_port
0xbc56ac2f0f1585730cb7d652610de2fd10c39cea,TARRAGONA,TUZLA
0x2f14ae4f9f2d910499edbf6d302d664012dad4ba,HAIFA,FOS SUR MER
0x71dca8466c3d62bac4ac44ccf6439f7ae668ef58,VALENCIA,TARRAGONA
0xc933d186ec623f4993d97d1ecbe466bb0fd308df,PALMA DE MALLORCA,BARCELONA
0xf7fe87ed320246c60667cae03de8bab1fa5c31f8,BARCELONA,PALMA DE MALLORCA
0xf5303ac0574cd8acba4ccfa7782598042567b308,BARCELONA,TARRAGONA
0xda5024bbf64d54f4ff3f1cc3284fe1eafc1b36e5,BARCELONA,VALENCIA
0xb3757e73b4bfb806a01e23d01fc2149b99a21b9e,LIVORNO,GENOVA
0x8284a18a88ab3b4b2077ef9174008066f6f092cc,BARCELONA,MONACO
0xaf87d4911b5935d4502fcefe328c5286008c1075,LIVORNO,BARCELONA
0x06eb42b2df272db8bbca2587d6f9d4b6103aa63b,LIVORNO,GENOVA
0xc46625f8dca8abd922e8d1c09cfc5723408ee27f,GIBRALTAR,PALMA DE MALLORCA
0xdf42e16620ac0906abda39b37b750397b37efc91,BARCELONA,PALMA DE MALLORCA
0x2fcc77bfeb90131d420cc64f000151c87d8d020a,BARCELONA,GENOVA
0x9cd3e4a09c38c9acc075da148c554f0d9eefd6d5,BARCELONA,FOS SUR MER
0xdda0412a544468b74f571056d7c0086546df0ed8,BARCELONA,GIBRALTAR
0x4aac718aab3e3d307c93cfb52b215bf273733d03,PIRAEUS,GEMLIK
0x7e5c680a0d79d1a67fba3a9917714c90ff29cc03,BARCELONA,FOS SUR MER
0x9602c9ababbd48e044c14ea64b85a77e567a403e,BARCELONA,FOS SUR MER
0x37e20ec33124b88112946868fb963dccbfabd240,BARCELONA,VALENCIA
0x1c02ef0d38d8a90d2ae403b3f93636f8cde9f210,LIVORNO,BARCELONA
0x7356e12725a655996456ffe994a0944f026378b2,PALMA DE MALLORCA,BARCELONA
0x3c524a64dfc4c15f21ee7517cedca303d714dd6a,BARCELONA,AUGUSTA
0xec0a1ec50b325da7b61e96a072d3f70b5be5189b,PALMA DE MALLORCA,BARCELONA
0x71c8afc50a2f4cefea37c203096341ce39162ee8,YALOVA,NEMRUT
0x023db8bbb80aa3144444cefe369f4e4edfedd70f,BARCELONA,PALMA DE MALLORCA
0xf7f51fda52a71e9b76f627da967ebc266df33716,BARCELONA,VALENCIA
0x45012a846d0caccc08a83b2175370dec90d2ecf2,GENOVA,BARCELONA
0x068ff7b810bce15f5e4367d663573ee8a9d87ff4,FOS SUR MER,NEMRUT
0x574e346f9a3ed903cabf155ef777a3290e0763e3,GIBRALTAR,PALMA DE MALLORCA
0xf37bba289ad009113bd1e42efe43c4febcf228c8,NEMRUT,PIRAEUS
0xce279d9e45bfacf4b1196a470d95401026a57cf2,VALENCIA,PALMA DE MALLORCA
0x8df7bb91722030d221ef05bd3e7f042ceb5f4d85,AUGUSTA,LIVORNO
0x9cd3e4a09c38c9acc075da148c554f0d9eefd6d5,FOS SUR MER,PORT SAID
0xbb9049abff355d7adb84ac029248738204e844e9,LIVORNO,BARCELONA
0x8d3780f6edffed53a872562ea6940ed06e16d38c,GIBRALTAR,PALMA DE MALLORCA
0x4911271e74d87a25ff88c9f8078decfc2ca0f6e3,GEMLIK,PIRAEUS
0x9dbb7f83a82dff4d62f7f5f2c0491527ce35cce8,FOS SUR MER,MARSAXLOKK
0x99ea930b11fab7f9f84596a5588cd56b7577d933,VALLETTA,PALMA DE MALLORCA
0x914228d054f265dc3dd55c68e928055f52b3f4f9,VALENCIA,BARCELONA
0xf97a6d5194873ca0150ffca3003eba547eb978fb,BARCELONA,VALENCIA
0xfd64bfd46af4c6fee8fb8dca28c6d4ebc13eaca8,GIBRALTAR,LIVORNO
0x2a53bced3126142b1a4bd457809b81530a922380,FOS SUR MER,VALLETTA
0x5fb4ffaa86588f0e1d59275319b2faefdf0e74cf,LIVORNO,BARCELONA
0xdb40ffccdd73a6a8a2ac11e544e17750ea65f6c4,BARCELONA,CEUTA
0xdb152af94b5a9c8a54e33f4b15c37058b7eda2c1,FOS SUR MER,GENOVA
0xa0a289dac68072d01bf29b507cffff78e12129e8,MARSAXLOKK,VALENCIA
0xe200b3a621ed49f2f77346f1a5dec7a9808b27f9,GENOVA,LIVORNO
0x1a438c590db6bea1d029133ccff1dc86caa96796,LIVORNO,BARCELONA
0x6f113ccc011c118192321f75fd1e6a0e4e09ba8d,CARTAGENA,TARRAGONA
0xd63cf7edc1114698f6bdbe03e445369f499fdcf3,NEMRUT,VALENCIA
0x54cf25b78f24993bf398927e06227f61107ea74e,FOS SUR MER,LIVORNO
0xd1e341b273a4d9a307852afa4c5522e6c25a6d67,BARCELONA,TARRAGONA
0xb3757e73b4bfb806a01e23d01fc2149b99a21b9e,BARCELONA,VALENCIA
0x159df2fcf8efb0f565cccd0f257ba0e728561ad3,HAIFA,ISKENDERUN
0x7de3b21685f0917796fc06562b8a223737e6a15f,GIBRALTAR,CARTAGENA
0x7549de299eb55808bde0b005b63da50f9f379dd5,LIVORNO,GENOVA
0xcc9ceb11c2f5cbe9e106dad16b6d9114fa713337,BARCELONA,GENOVA
0xcbbf787128ad053b20617c9a1bb927d239e7b7b6,ISKENDERUN,DILISKELESI
0x953a487c0e777b16fe84d6ff91e0489b42ab5fe3,GEMLIK,DILISKELESI
0x99811cc0064ec5e36418f9d79b92f85a2bd0e436,TARRAGONA,PALMA DE MALLORCA
0x6c4f8f8ee8742095855b83342a69a2c45bdcbe3c,FOS SUR MER,BARCELONA
0x18dc8d69f0166944abd92c167a14096b81ba127c,PALMA DE MALLORCA,GIBRALTAR
0x535e4ddda965b89e5115c64cab2845a52ed3d995,GENOVA,MONACO
0xeca734318ce9bf56bdf1f15bd6f39a5053167e7a,BARCELONA,GENOVA
0xc3f3db7cc32204de9b72044da58bac1a087e374c,LIVORNO,FOS SUR MER
0x6d7fa093e9fc2fdea63d92d1f4894084a453072e,DAMIETTA,GIBRALTAR
0x013a24353cdce619f1fe153b89507b4ee1ea9466,PALMA DE MALLORCA,VALLETTA
0xe200b3a621ed49f2f77346f1a5dec7a9808b27f9,LIVORNO,VALLETTA
0x841951dce44988178868bbcab71df388854e5b76,VALENCIA,TARRAGONA
0x94abfebfed34ddf5f8a3534a45fdb5cff8c9fd99,BARCELONA,TARRAGONA
0x32138ab1857ebb1bad1bc882cac01d588a288329,GENOVA,LIVORNO
0x70a03573b4213ad472c25e91f4ced5ce3a308e88,TARRAGONA,ALEXANDRIA
0x41e262e198653126a53d20f529da11b38824c556,VALLETTA,MARSAXLOKK
0x73bd3084b5a7f33da3c0ad59f0db7d9366e179cc,VALLETTA,BARCELONA
0x2b53f6f8a4782640c28534fdbb677421d7abc86f,BARCELONA,VALENCIA
0xaac76efbf536da70461deca6632da4cf876c3cf9,BARCELONA,PALMA DE MALLORCA
0x82014d090adccce36f4304480ab926fdca3e755c,VALENCIA,LIVORNO
0x89472eff972b09ef6da7d8b9451c02876062e574,CARTAGENA,CEUTA
0xeca734318ce9bf56bdf1f15bd6f39a5053167e7a,DILISKELESI,NEMRUT
0xf61f4c714d2c0c963d59e3faee896b82904cf374,PALMA DE MALLORCA,LIVORNO
0xa3196e6e04ca25ea904135d63706b048aa47c952,PORT SAID,LIVORNO
0xc6aec997c150e98b3fff960323227d4bbc5c9952,AUGUSTA,LIVORNO
0xa5bb55e92b83a3774e7c97430e5b4fd8b7bdb66d,VALENCIA,CARTAGENA
0x18478f550bea7b7dba24c9fec2e2854e8166f3c5,DAMIETTA,HAIFA
0x8af77fd970eabe0ec50d3ae637c97263a21c5016,BARCELONA,CARTAGENA
0x788523c3441e3abecf72a2ec57e15cc7c641a4b3,BARCELONA,PALMA DE MALLORCA
0xe4125eb8e3f348d22cd95f17bef5489d58ee4b96,MARSAXLOKK,BARCELONA
0x9c189673307a6fccf066426ed932392faeac0eb0,CARTAGENA,TARRAGONA
0x11ae2abe4a4378be7cde39fca41446fe2a6dfb03,PIRAEUS,LIVORNO
0x0d49aa2ea8fe064b053b773d7bc5012fbc6f5b22,DILISKELESI,TUZLA
